angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.06,,,,"[81, 218, 100, 127]",,,,0.88,,,,0.03,,,,0.0,,,,0.0,,,,0.03,,,,0.0,,,
0.28,,,,"[80, 223, 99, 125]",,,,0.4,,,,0.09,,,,0.0,,,,0.04,,,,0.18,,,,0.0,,,
0.22,0.04,,,"[81, 214, 101, 129]","[10, 23, 12, 15]",,,0.3,0.0,,,0.16,0.04,,,0.0,0.56,,,0.02,0.3,,,0.29,0.08,,,0.0,0.0,,
0.41,,,,"[82, 209, 101, 131]",,,,0.02,,,,0.26,,,,0.0,,,,0.01,,,,0.29,,,,0.0,,,
0.35,,,,"[82, 209, 101, 130]",,,,0.01,,,,0.3,,,,0.0,,,,0.02,,,,0.31,,,,0.0,,,
0.37,,,,"[82, 209, 101, 130]",,,,0.01,,,,0.3,,,,0.0,,,,0.03,,,,0.29,,,,0.0,,,
0.23,,,,"[80, 210, 105, 137]",,,,0.0,,,,0.29,,,,0.0,,,,0.23,,,,0.23,,,,0.01,,,
0.53,,,,"[85, 216, 102, 130]",,,,0.01,,,,0.3,,,,0.0,,,,0.06,,,,0.09,,,,0.01,,,
0.46,,,,"[84, 219, 103, 129]",,,,0.03,,,,0.28,,,,0.0,,,,0.12,,,,0.1,,,,0.01,,,
0.42,,,,"[82, 212, 107, 139]",,,,0.0,,,,0.23,,,,0.0,,,,0.21,,,,0.13,,,,0.01,,,
0.45,,,,"[87, 218, 98, 128]",,,,0.06,,,,0.23,,,,0.0,,,,0.12,,,,0.14,,,,0.0,,,
0.49,,,,"[88, 218, 97, 128]",,,,0.09,,,,0.2,,,,0.0,,,,0.09,,,,0.13,,,,0.0,,,
0.4,,,,"[83, 215, 102, 134]",,,,0.01,,,,0.33,,,,0.0,,,,0.17,,,,0.08,,,,0.01,,,
0.46,,,,"[82, 218, 101, 133]",,,,0.0,,,,0.37,,,,0.0,,,,0.04,,,,0.11,,,,0.01,,,
0.44,,,,"[79, 217, 105, 137]",,,,0.0,,,,0.3,,,,0.0,,,,0.08,,,,0.17,,,,0.01,,,
0.46,,,,"[79, 217, 105, 137]",,,,0.01,,,,0.32,,,,0.0,,,,0.05,,,,0.14,,,,0.01,,,
0.4,,,,"[79, 216, 104, 138]",,,,0.01,,,,0.33,,,,0.0,,,,0.07,,,,0.19,,,,0.01,,,
0.39,,,,"[79, 216, 104, 138]",,,,0.01,,,,0.35,,,,0.0,,,,0.06,,,,0.18,,,,0.01,,,
0.42,,,,"[80, 222, 101, 129]",,,,0.05,,,,0.25,,,,0.0,,,,0.05,,,,0.23,,,,0.0,,,
0.38,,,,"[77, 217, 104, 137]",,,,0.01,,,,0.4,,,,0.0,,,,0.04,,,,0.16,,,,0.01,,,
0.49,,,,"[77, 218, 103, 135]",,,,0.0,,,,0.3,,,,0.0,,,,0.05,,,,0.15,,,,0.01,,,
0.47,,,,"[77, 219, 103, 132]",,,,0.01,,,,0.3,,,,0.0,,,,0.06,,,,0.16,,,,0.0,,,
0.49,,,,"[75, 219, 103, 131]",,,,0.0,,,,0.21,,,,0.0,,,,0.14,,,,0.15,,,,0.0,,,
0.5,,,,"[75, 219, 103, 131]",,,,0.0,,,,0.2,,,,0.0,,,,0.14,,,,0.15,,,,0.0,,,
0.58,,,,"[74, 219, 103, 132]",,,,0.0,,,,0.18,,,,0.0,,,,0.1,,,,0.14,,,,0.0,,,
0.43,,,,"[73, 218, 103, 132]",,,,0.0,,,,0.26,,,,0.0,,,,0.14,,,,0.16,,,,0.0,,,
0.55,,,,"[73, 220, 102, 130]",,,,0.01,,,,0.23,,,,0.0,,,,0.08,,,,0.13,,,,0.0,,,
0.52,,,,"[71, 220, 103, 129]",,,,0.01,,,,0.23,,,,0.0,,,,0.07,,,,0.17,,,,0.0,,,
0.52,,,,"[70, 219, 103, 131]",,,,0.0,,,,0.2,,,,0.0,,,,0.12,,,,0.17,,,,0.0,,,
0.5,,,,"[70, 219, 103, 131]",,,,0.0,,,,0.2,,,,0.0,,,,0.12,,,,0.18,,,,0.0,,,
0.54,,,,"[69, 219, 103, 131]",,,,0.0,,,,0.19,,,,0.0,,,,0.12,,,,0.15,,,,0.0,,,
0.52,,,,"[67, 220, 103, 128]",,,,0.02,,,,0.2,,,,0.0,,,,0.05,,,,0.21,,,,0.0,,,
0.47,,,,"[66, 220, 103, 128]",,,,0.02,,,,0.25,,,,0.0,,,,0.05,,,,0.21,,,,0.0,,,
0.56,,,,"[65, 219, 104, 131]",,,,0.01,,,,0.19,,,,0.0,,,,0.1,,,,0.14,,,,0.0,,,
0.54,,,,"[65, 219, 103, 131]",,,,0.0,,,,0.17,,,,0.0,,,,0.12,,,,0.15,,,,0.0,,,
0.54,,,,"[65, 219, 103, 131]",,,,0.0,,,,0.18,,,,0.0,,,,0.13,,,,0.14,,,,0.0,,,
0.52,,,,"[65, 219, 102, 132]",,,,0.0,,,,0.19,,,,0.0,,,,0.12,,,,0.16,,,,0.0,,,
0.52,,,,"[61, 217, 105, 136]",,,,0.0,,,,0.16,,,,0.0,,,,0.12,,,,0.18,,,,0.01,,,
0.59,,,,"[61, 217, 104, 136]",,,,0.0,,,,0.15,,,,0.0,,,,0.08,,,,0.16,,,,0.0,,,
0.52,,,,"[60, 217, 105, 138]",,,,0.0,,,,0.22,,,,0.01,,,,0.06,,,,0.19,,,,0.01,,,
0.46,,,,"[60, 218, 105, 138]",,,,0.01,,,,0.22,,,,0.0,,,,0.03,,,,0.28,,,,0.01,,,
0.45,,,,"[60, 218, 105, 138]",,,,0.01,,,,0.22,,,,0.0,,,,0.03,,,,0.28,,,,0.01,,,
0.62,,,,"[59, 219, 105, 137]",,,,0.01,,,,0.16,,,,0.0,,,,0.04,,,,0.16,,,,0.0,,,
0.55,,,,"[58, 219, 107, 139]",,,,0.0,,,,0.17,,,,0.01,,,,0.1,,,,0.15,,,,0.0,,,
0.53,,,,"[60, 225, 101, 131]",,,,0.01,,,,0.19,,,,0.01,,,,0.1,,,,0.16,,,,0.0,,,
0.46,,,,"[58, 225, 102, 131]",,,,0.01,,,,0.22,,,,0.02,,,,0.12,,,,0.17,,,,0.0,,,
0.42,,,,"[55, 225, 103, 130]",,,,0.01,,,,0.24,,,,0.02,,,,0.15,,,,0.15,,,,0.0,,,
0.42,,,,"[54, 225, 104, 130]",,,,0.02,,,,0.18,,,,0.04,,,,0.21,,,,0.13,,,,0.0,,,
0.65,,,,"[52, 224, 105, 129]",,,,0.03,,,,0.15,,,,0.01,,,,0.08,,,,0.08,,,,0.0,,,
0.68,,,,"[51, 223, 103, 129]",,,,0.02,,,,0.14,,,,0.01,,,,0.07,,,,0.08,,,,0.0,,,
0.79,,,,"[49, 221, 105, 132]",,,,0.01,,,,0.1,,,,0.01,,,,0.03,,,,0.06,,,,0.0,,,
0.75,,,,"[51, 222, 103, 130]",,,,0.01,,,,0.13,,,,0.0,,,,0.04,,,,0.07,,,,0.0,,,
0.52,,,,"[53, 221, 104, 130]",,,,0.0,,,,0.15,,,,0.0,,,,0.23,,,,0.08,,,,0.01,,,
0.49,,,,"[53, 223, 104, 127]",,,,0.0,,,,0.17,,,,0.0,,,,0.24,,,,0.08,,,,0.01,,,
0.56,,,,"[53, 221, 104, 130]",,,,0.0,,,,0.13,,,,0.0,,,,0.23,,,,0.06,,,,0.01,,,
0.43,,,,"[49, 222, 106, 129]",,,,0.0,,,,0.13,,,,0.0,,,,0.32,,,,0.1,,,,0.02,,,
0.52,,,,"[51, 223, 103, 126]",,,,0.0,,,,0.16,,,,0.0,,,,0.21,,,,0.09,,,,0.02,,,
0.55,,,,"[52, 220, 106, 130]",,,,0.0,,,,0.13,,,,0.0,,,,0.24,,,,0.07,,,,0.0,,,
0.53,,,,"[54, 224, 103, 125]",,,,0.0,,,,0.16,,,,0.01,,,,0.19,,,,0.1,,,,0.0,,,
0.56,,,,"[54, 223, 103, 126]",,,,0.0,,,,0.18,,,,0.01,,,,0.14,,,,0.11,,,,0.0,,,
0.56,,,,"[54, 223, 103, 127]",,,,0.01,,,,0.14,,,,0.01,,,,0.13,,,,0.14,,,,0.0,,,
0.69,,,,"[54, 219, 108, 137]",,,,0.0,,,,0.11,,,,0.0,,,,0.05,,,,0.14,,,,0.0,,,
0.68,,,,"[57, 222, 103, 131]",,,,0.0,,,,0.13,,,,0.01,,,,0.03,,,,0.15,,,,0.0,,,
0.74,,,,"[58, 222, 103, 132]",,,,0.0,,,,0.11,,,,0.01,,,,0.03,,,,0.11,,,,0.0,,,
0.62,,,,"[58, 223, 102, 128]",,,,0.07,,,,0.15,,,,0.01,,,,0.05,,,,0.1,,,,0.0,,,
0.62,,,,"[58, 223, 102, 128]",,,,0.07,,,,0.16,,,,0.0,,,,0.04,,,,0.11,,,,0.0,,,
0.67,,,,"[59, 223, 103, 126]",,,,0.03,,,,0.16,,,,0.0,,,,0.06,,,,0.09,,,,0.0,,,
0.7,,,,"[58, 219, 106, 134]",,,,0.01,,,,0.12,,,,0.01,,,,0.1,,,,0.05,,,,0.0,,,
0.68,,,,"[61, 222, 103, 131]",,,,0.01,,,,0.14,,,,0.0,,,,0.02,,,,0.15,,,,0.0,,,
0.55,,,,"[61, 223, 103, 130]",,,,0.01,,,,0.22,,,,0.0,,,,0.05,,,,0.17,,,,0.0,,,
0.65,,,,"[62, 223, 103, 130]",,,,0.01,,,,0.18,,,,0.01,,,,0.04,,,,0.11,,,,0.0,,,
0.68,,,,"[62, 222, 102, 131]",,,,0.01,,,,0.19,,,,0.0,,,,0.02,,,,0.09,,,,0.0,,,
0.72,,,,"[61, 222, 104, 128]",,,,0.08,,,,0.12,,,,0.0,,,,0.01,,,,0.06,,,,0.0,,,
0.74,,,,"[64, 224, 108, 130]",,,,0.01,,,,0.12,,,,0.01,,,,0.04,,,,0.08,,,,0.0,,,
0.81,,,,"[65, 224, 106, 128]",,,,0.01,,,,0.11,,,,0.01,,,,0.02,,,,0.04,,,,0.0,,,
0.8,,,,"[62, 219, 107, 136]",,,,0.01,,,,0.09,,,,0.0,,,,0.03,,,,0.07,,,,0.0,,,
0.72,,,,"[63, 219, 107, 137]",,,,0.01,,,,0.12,,,,0.01,,,,0.07,,,,0.07,,,,0.0,,,
0.82,,,,"[65, 219, 106, 135]",,,,0.01,,,,0.1,,,,0.01,,,,0.02,,,,0.04,,,,0.0,,,
0.75,,,,"[65, 220, 108, 133]",,,,0.03,,,,0.12,,,,0.02,,,,0.02,,,,0.07,,,,0.0,,,
0.78,,,,"[67, 220, 106, 133]",,,,0.02,,,,0.1,,,,0.01,,,,0.01,,,,0.07,,,,0.0,,,
0.67,,,,"[67, 219, 108, 135]",,,,0.01,,,,0.15,,,,0.02,,,,0.02,,,,0.13,,,,0.0,,,
0.72,,,,"[67, 221, 107, 133]",,,,0.02,,,,0.11,,,,0.03,,,,0.05,,,,0.07,,,,0.0,,,
0.59,0.25,,,"[66, 219, 108, 137]","[11, 22, 12, 14]",,,0.0,0.0,,,0.12,0.05,,,0.09,0.37,,,0.11,0.18,,,0.09,0.15,,,0.0,0.0,,
0.59,,,,"[66, 219, 108, 137]",,,,0.0,,,,0.12,,,,0.09,,,,0.1,,,,0.09,,,,0.0,,,
0.66,,,,"[66, 219, 107, 138]",,,,0.01,,,,0.13,,,,0.05,,,,0.08,,,,0.08,,,,0.0,,,
0.69,,,,"[65, 221, 106, 138]",,,,0.02,,,,0.09,,,,0.0,,,,0.04,,,,0.16,,,,0.0,,,
0.47,,,,"[62, 220, 107, 135]",,,,0.04,,,,0.29,,,,0.0,,,,0.01,,,,0.17,,,,0.01,,,
0.48,,,,"[59, 230, 105, 135]",,,,0.15,,,,0.15,,,,0.0,,,,0.06,,,,0.15,,,,0.0,,,
0.38,,,,"[57, 234, 105, 135]",,,,0.04,,,,0.32,,,,0.0,,,,0.05,,,,0.21,,,,0.0,,,
0.42,,,,"[57, 233, 105, 136]",,,,0.06,,,,0.33,,,,0.0,,,,0.03,,,,0.16,,,,0.0,,,
0.19,0.25,,,"[58, 242, 102, 126]","[211, 383, 33, 45]",,,0.43,0.0,,,0.29,0.08,,,0.0,0.28,,,0.0,0.18,,,0.08,0.19,,,0.0,0.01,,
0.23,,,,"[54, 247, 106, 130]",,,,0.09,,,,0.5,,,,0.0,,,,0.02,,,,0.15,,,,0.0,,,
0.28,,,,"[58, 244, 102, 132]",,,,0.28,,,,0.33,,,,0.0,,,,0.01,,,,0.1,,,,0.0,,,
0.31,,,,"[57, 245, 103, 133]",,,,0.04,,,,0.53,,,,0.0,,,,0.0,,,,0.11,,,,0.0,,,
0.31,,,,"[57, 248, 104, 130]",,,,0.12,,,,0.51,,,,0.0,,,,0.0,,,,0.05,,,,0.0,,,
0.22,,,,"[58, 247, 102, 130]",,,,0.05,,,,0.63,,,,0.0,,,,0.0,,,,0.09,,,,0.0,,,
0.18,,,,"[58, 247, 102, 130]",,,,0.01,,,,0.71,,,,0.01,,,,0.01,,,,0.06,,,,0.02,,,
0.2,,,,"[58, 246, 102, 130]",,,,0.01,,,,0.66,,,,0.01,,,,0.02,,,,0.08,,,,0.02,,,
0.15,,,,"[57, 243, 102, 132]",,,,0.01,,,,0.68,,,,0.01,,,,0.03,,,,0.11,,,,0.01,,,
0.18,,,,"[58, 238, 103, 140]",,,,0.01,,,,0.61,,,,0.03,,,,0.04,,,,0.11,,,,0.02,,,
0.18,,,,"[56, 237, 103, 140]",,,,0.01,,,,0.6,,,,0.03,,,,0.04,,,,0.13,,,,0.02,,,
0.23,,,,"[56, 238, 103, 139]",,,,0.01,,,,0.63,,,,0.01,,,,0.02,,,,0.1,,,,0.01,,,
0.21,,,,"[56, 239, 102, 135]",,,,0.0,,,,0.46,,,,0.02,,,,0.13,,,,0.17,,,,0.01,,,
0.25,,,,"[56, 238, 102, 137]",,,,0.0,,,,0.34,,,,0.04,,,,0.17,,,,0.2,,,,0.01,,,
0.25,,,,"[58, 239, 99, 135]",,,,0.01,,,,0.36,,,,0.05,,,,0.13,,,,0.19,,,,0.0,,,
0.27,,,,"[56, 236, 102, 137]",,,,0.0,,,,0.54,,,,0.02,,,,0.05,,,,0.11,,,,0.01,,,
0.31,,,,"[55, 241, 101, 132]",,,,0.0,,,,0.4,,,,0.02,,,,0.11,,,,0.15,,,,0.01,,,
0.32,,,,"[55, 240, 101, 133]",,,,0.0,,,,0.43,,,,0.02,,,,0.1,,,,0.12,,,,0.01,,,
0.52,,,,"[53, 240, 103, 136]",,,,0.0,,,,0.3,,,,0.01,,,,0.07,,,,0.1,,,,0.01,,,
0.64,,,,"[54, 241, 102, 134]",,,,0.0,,,,0.24,,,,0.0,,,,0.04,,,,0.08,,,,0.01,,,
0.33,,,,"[55, 251, 101, 128]",,,,0.0,,,,0.17,,,,0.0,,,,0.36,,,,0.12,,,,0.0,,,
0.51,,,,"[54, 250, 101, 131]",,,,0.0,,,,0.12,,,,0.01,,,,0.27,,,,0.09,,,,0.0,,,
0.41,,,,"[55, 250, 99, 130]",,,,0.0,,,,0.13,,,,0.01,,,,0.31,,,,0.13,,,,0.0,,,
0.38,,,,"[55, 250, 101, 130]",,,,0.0,,,,0.18,,,,0.01,,,,0.31,,,,0.13,,,,0.0,,,
0.37,,,,"[53, 232, 108, 144]",,,,0.0,,,,0.4,,,,0.01,,,,0.14,,,,0.06,,,,0.02,,,
0.3,,,,"[54, 231, 107, 144]",,,,0.0,,,,0.43,,,,0.01,,,,0.16,,,,0.08,,,,0.02,,,
0.28,,,,"[55, 232, 106, 142]",,,,0.0,,,,0.39,,,,0.02,,,,0.2,,,,0.1,,,,0.01,,,
0.32,,,,"[55, 231, 106, 140]",,,,0.0,,,,0.3,,,,0.01,,,,0.15,,,,0.22,,,,0.0,,,
0.31,,,,"[56, 230, 106, 141]",,,,0.0,,,,0.27,,,,0.01,,,,0.16,,,,0.24,,,,0.0,,,
0.21,,,,"[56, 233, 105, 137]",,,,0.0,,,,0.22,,,,0.03,,,,0.24,,,,0.3,,,,0.0,,,
0.15,,,,"[57, 233, 104, 138]",,,,0.0,,,,0.33,,,,0.02,,,,0.21,,,,0.28,,,,0.0,,,
0.2,,,,"[58, 231, 105, 142]",,,,0.0,,,,0.29,,,,0.07,,,,0.3,,,,0.11,,,,0.02,,,
0.46,,,,"[59, 234, 104, 139]",,,,0.0,,,,0.33,,,,0.02,,,,0.11,,,,0.06,,,,0.01,,,
0.5,,,,"[61, 235, 103, 137]",,,,0.0,,,,0.28,,,,0.01,,,,0.13,,,,0.07,,,,0.01,,,
0.34,,,,"[61, 234, 103, 137]",,,,0.0,,,,0.29,,,,0.01,,,,0.24,,,,0.11,,,,0.0,,,
0.35,,,,"[61, 234, 103, 137]",,,,0.0,,,,0.29,,,,0.01,,,,0.23,,,,0.11,,,,0.0,,,
0.24,,,,"[63, 234, 101, 135]",,,,0.0,,,,0.36,,,,0.01,,,,0.26,,,,0.13,,,,0.0,,,
0.57,,,,"[62, 234, 103, 138]",,,,0.0,,,,0.14,,,,0.0,,,,0.13,,,,0.15,,,,0.0,,,
0.66,,,,"[63, 238, 101, 134]",,,,0.0,,,,0.1,,,,0.0,,,,0.11,,,,0.12,,,,0.0,,,
0.56,,,,"[66, 238, 99, 132]",,,,0.0,,,,0.11,,,,0.0,,,,0.16,,,,0.16,,,,0.0,,,
0.46,,,,"[67, 233, 103, 138]",,,,0.0,,,,0.1,,,,0.0,,,,0.27,,,,0.16,,,,0.01,,,
0.36,,,,"[67, 232, 103, 139]",,,,0.0,,,,0.11,,,,0.0,,,,0.33,,,,0.19,,,,0.0,,,
0.31,,,,"[69, 234, 100, 135]",,,,0.0,,,,0.14,,,,0.0,,,,0.31,,,,0.24,,,,0.0,,,
0.34,,,,"[71, 233, 100, 135]",,,,0.0,,,,0.11,,,,0.0,,,,0.37,,,,0.16,,,,0.01,,,
0.3,,,,"[69, 230, 105, 144]",,,,0.0,,,,0.11,,,,0.0,,,,0.26,,,,0.33,,,,0.0,,,
0.21,,,,"[71, 230, 101, 142]",,,,0.0,,,,0.22,,,,0.0,,,,0.25,,,,0.3,,,,0.01,,,
0.38,,,,"[74, 239, 96, 131]",,,,0.0,,,,0.09,,,,0.01,,,,0.29,,,,0.22,,,,0.0,,,
0.39,,,,"[74, 239, 96, 131]",,,,0.0,,,,0.1,,,,0.01,,,,0.26,,,,0.24,,,,0.0,,,
0.19,,,,"[74, 227, 103, 144]",,,,0.0,,,,0.27,,,,0.0,,,,0.23,,,,0.29,,,,0.01,,,
0.07,0.08,0.25,,"[46, 257, 99, 126]","[201, 224, 82, 112]","[291, 280, 56, 77]",,0.0,0.0,0.01,,0.11,0.12,0.3,,0.0,0.02,0.06,,0.59,0.4,0.05,,0.22,0.37,0.32,,0.01,0.0,0.01,
0.06,0.07,0.23,,"[45, 256, 100, 128]","[201, 224, 85, 113]","[291, 279, 56, 77]",,0.0,0.0,0.02,,0.08,0.13,0.38,,0.01,0.02,0.05,,0.65,0.5,0.05,,0.2,0.27,0.27,,0.0,0.0,0.01,
0.12,0.06,0.15,,"[41, 250, 106, 138]","[202, 224, 84, 113]","[290, 278, 55, 76]",,0.0,0.0,0.02,,0.05,0.15,0.45,,0.0,0.02,0.04,,0.68,0.51,0.07,,0.14,0.25,0.27,,0.02,0.0,0.01,
0.14,0.07,0.16,,"[42, 257, 100, 128]","[203, 225, 82, 111]","[289, 277, 57, 78]",,0.0,0.0,0.01,,0.1,0.15,0.47,,0.0,0.02,0.02,,0.54,0.58,0.08,,0.19,0.19,0.24,,0.01,0.0,0.01,
0.15,0.06,0.13,,"[42, 257, 100, 128]","[203, 225, 82, 111]","[289, 278, 57, 77]",,0.0,0.0,0.01,,0.11,0.15,0.49,,0.0,0.02,0.02,,0.52,0.58,0.07,,0.21,0.19,0.27,,0.01,0.0,0.01,
0.17,0.05,0.12,,"[41, 255, 100, 132]","[203, 225, 82, 111]","[289, 278, 57, 77]",,0.0,0.0,0.0,,0.08,0.12,0.51,,0.0,0.03,0.02,,0.57,0.63,0.08,,0.17,0.16,0.26,,0.01,0.0,0.01,
0.15,0.03,0.14,,"[37, 250, 108, 140]","[199, 223, 84, 115]","[289, 278, 57, 77]",,0.0,0.0,0.0,,0.03,0.07,0.51,,0.0,0.05,0.03,,0.73,0.71,0.07,,0.08,0.15,0.24,,0.01,0.0,0.01,
0.15,0.03,0.16,,"[40, 255, 101, 131]","[199, 223, 84, 115]","[289, 278, 56, 78]",,0.0,0.0,0.01,,0.07,0.07,0.44,,0.0,0.04,0.04,,0.59,0.71,0.06,,0.18,0.14,0.28,,0.01,0.0,0.01,
0.19,0.04,0.2,,"[39, 255, 102, 133]","[199, 223, 84, 115]","[289, 281, 55, 76]",,0.0,0.0,0.01,,0.1,0.06,0.29,,0.01,0.05,0.05,,0.52,0.71,0.04,,0.18,0.14,0.41,,0.01,0.0,0.01,
0.25,0.06,0.2,,"[36, 250, 107, 139]","[203, 226, 82, 111]","[290, 281, 56, 77]",,0.0,0.0,0.0,,0.06,0.14,0.28,,0.01,0.02,0.09,,0.58,0.6,0.07,,0.09,0.17,0.35,,0.01,0.0,0.01,
0.15,0.06,0.19,,"[40, 256, 101, 131]","[203, 226, 82, 111]","[290, 281, 56, 77]",,0.0,0.0,0.0,,0.1,0.14,0.29,,0.0,0.02,0.09,,0.53,0.61,0.06,,0.22,0.17,0.35,,0.01,0.0,0.01,
0.19,0.06,0.16,,"[40, 256, 101, 131]","[203, 226, 82, 111]","[288, 281, 58, 79]",,0.0,0.0,0.0,,0.08,0.12,0.29,,0.0,0.03,0.12,,0.54,0.62,0.06,,0.18,0.16,0.36,,0.0,0.0,0.01,
0.09,0.07,0.17,,"[40, 256, 101, 130]","[203, 227, 82, 111]","[288, 282, 58, 79]",,0.0,0.0,0.0,,0.09,0.13,0.21,,0.0,0.03,0.24,,0.71,0.58,0.07,,0.1,0.18,0.3,,0.01,0.0,0.01,
0.32,0.08,0.16,,"[44, 260, 96, 127]","[203, 228, 82, 110]","[292, 283, 55, 75]",,0.0,0.0,0.0,,0.12,0.13,0.27,,0.0,0.02,0.29,,0.38,0.62,0.06,,0.17,0.16,0.21,,0.01,0.0,0.01,
0.42,0.07,0.19,,"[42, 261, 97, 127]","[203, 227, 82, 111]","[292, 283, 55, 77]",,0.0,0.0,0.0,,0.08,0.14,0.31,,0.0,0.02,0.22,,0.3,0.58,0.06,,0.17,0.18,0.2,,0.02,0.0,0.01,
0.46,0.07,0.17,,"[44, 262, 95, 127]","[203, 228, 82, 109]","[289, 280, 59, 82]",,0.0,0.0,0.0,,0.08,0.15,0.34,,0.0,0.03,0.17,,0.34,0.6,0.06,,0.1,0.16,0.25,,0.02,0.0,0.01,
0.35,0.08,0.12,,"[44, 262, 95, 126]","[203, 228, 81, 110]","[288, 279, 59, 82]",,0.0,0.0,0.0,,0.1,0.15,0.34,,0.0,0.02,0.15,,0.39,0.59,0.06,,0.13,0.16,0.3,,0.01,0.0,0.01,
0.27,0.08,0.15,,"[46, 262, 95, 126]","[203, 229, 81, 108]","[287, 279, 59, 82]",,0.0,0.0,0.0,,0.15,0.16,0.31,,0.0,0.03,0.2,,0.41,0.58,0.06,,0.16,0.15,0.27,,0.01,0.0,0.01,
0.26,0.08,0.14,,"[46, 264, 93, 124]","[203, 228, 82, 110]","[287, 279, 59, 82]",,0.0,0.0,0.0,,0.11,0.12,0.3,,0.01,0.02,0.19,,0.47,0.64,0.06,,0.15,0.15,0.29,,0.01,0.0,0.01,
0.37,0.05,0.14,,"[47, 266, 93, 123]","[202, 226, 83, 113]","[288, 279, 60, 83]",,0.0,0.0,0.0,,0.15,0.07,0.34,,0.0,0.03,0.14,,0.29,0.74,0.06,,0.18,0.11,0.31,,0.01,0.0,0.01,
0.23,0.06,0.25,,"[48, 263, 94, 126]","[201, 226, 84, 112]","[290, 282, 57, 78]",,0.0,0.0,0.0,,0.14,0.07,0.23,,0.0,0.05,0.22,,0.46,0.7,0.07,,0.16,0.12,0.22,,0.0,0.0,0.01,
0.1,0.05,0.21,,"[46, 262, 95, 125]","[201, 226, 83, 113]","[290, 282, 57, 78]",,0.0,0.0,0.0,,0.13,0.05,0.26,,0.01,0.05,0.21,,0.62,0.74,0.08,,0.14,0.11,0.22,,0.01,0.0,0.01,
0.1,0.05,0.19,,"[46, 262, 95, 125]","[201, 226, 83, 113]","[291, 281, 56, 79]",,0.0,0.0,0.0,,0.12,0.05,0.29,,0.01,0.05,0.19,,0.63,0.74,0.08,,0.13,0.11,0.22,,0.01,0.0,0.02,
0.15,0.04,0.16,,"[49, 265, 93, 123]","[199, 226, 85, 113]","[289, 279, 57, 81]",,0.0,0.0,0.0,,0.17,0.04,0.31,,0.0,0.05,0.18,,0.43,0.76,0.08,,0.24,0.1,0.26,,0.01,0.0,0.01,
0.05,0.08,0.13,,"[199, 225, 84, 113]","[48, 262, 93, 125]","[288, 279, 58, 79]",,0.0,0.0,0.0,,0.07,0.14,0.33,,0.04,0.01,0.21,,0.71,0.6,0.1,,0.13,0.16,0.21,,0.0,0.01,0.02,
0.04,0.18,0.12,,"[198, 225, 84, 113]","[289, 280, 58, 80]","[48, 263, 93, 125]",,0.0,0.0,0.0,,0.07,0.3,0.16,,0.04,0.15,0.01,,0.72,0.08,0.51,,0.12,0.27,0.19,,0.0,0.01,0.01,
0.04,0.23,0.14,,"[197, 226, 84, 113]","[288, 280, 59, 79]","[45, 248, 104, 141]",,0.0,0.0,0.0,,0.04,0.29,0.07,,0.05,0.11,0.01,,0.75,0.08,0.69,,0.11,0.29,0.08,,0.0,0.01,0.01,
0.19,0.05,0.15,,"[287, 280, 60, 80]","[197, 225, 84, 114]","[42, 238, 127, 170]",,0.0,0.0,0.0,,0.31,0.05,0.13,,0.09,0.03,0.01,,0.08,0.72,0.5,,0.33,0.15,0.2,,0.01,0.0,0.01,
0.05,0.14,0.02,0.17,"[197, 225, 84, 114]","[287, 279, 57, 79]","[283, 613, 13, 16]","[45, 248, 103, 141]",0.0,0.0,0.0,0.0,0.05,0.31,0.24,0.11,0.03,0.12,0.61,0.01,0.72,0.07,0.05,0.59,0.14,0.35,0.07,0.09,0.0,0.01,0.01,0.03
0.3,0.04,0.02,0.24,"[288, 280, 59, 80]","[197, 227, 85, 113]","[283, 613, 13, 16]","[43, 239, 125, 166]",0.0,0.0,0.0,0.0,0.27,0.04,0.23,0.19,0.1,0.06,0.61,0.02,0.07,0.77,0.06,0.37,0.26,0.09,0.07,0.15,0.0,0.0,0.01,0.03
0.23,0.06,0.29,,"[287, 280, 60, 80]","[196, 226, 85, 113]","[43, 238, 121, 166]",,0.0,0.0,0.0,,0.31,0.04,0.16,,0.1,0.03,0.03,,0.08,0.73,0.35,,0.29,0.13,0.13,,0.0,0.0,0.03,
0.25,0.08,0.2,0.02,"[287, 280, 59, 79]","[196, 227, 84, 111]","[50, 265, 91, 127]","[282, 612, 14, 16]",0.0,0.0,0.0,0.0,0.25,0.05,0.17,0.13,0.13,0.03,0.01,0.72,0.08,0.72,0.37,0.05,0.28,0.12,0.25,0.04,0.0,0.0,0.0,0.05
0.26,0.08,0.24,,"[50, 267, 90, 125]","[197, 227, 83, 112]","[286, 279, 59, 80]",,0.0,0.0,0.0,,0.19,0.05,0.27,,0.0,0.06,0.1,,0.23,0.67,0.06,,0.31,0.14,0.32,,0.0,0.0,0.0,
0.24,0.23,0.05,,"[49, 266, 91, 126]","[285, 280, 59, 79]","[195, 227, 84, 112]",,0.0,0.0,0.0,,0.17,0.3,0.04,,0.0,0.09,0.06,,0.29,0.06,0.73,,0.29,0.32,0.1,,0.0,0.0,0.0,
